trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1074,False,"{'a': 0.5, 'e': 0.11695102752159432}",30,6,26.4823372861898,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
1075,False,"{'a': 0.5, 'e': 0.11671735921274938}",25,17,15.902341238115937,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1076,False,"{'a': 0.5, 'e': 0.11648415777349697}",25,3,9.20382402291435,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
1077,False,"{'a': 0.5, 'e': 0.11625142227103091}",20,13,12.725114257650603,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1078,False,"{'a': 0.5, 'e': 0.116019151774409}",20,0,26.431647123733413,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1079,False,"{'a': 0.5, 'e': 0.1157873453545488}",20,12,16.53370726435707,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1080,False,"{'a': 0.5, 'e': 0.11555600208422448}",25,9,19.343052992563848,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1081,False,"{'a': 0.5, 'e': 0.11532512103806251}",20,6,11.394651706217395,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1082,False,"{'a': 0.5, 'e': 0.11509470129253851}",25,0,-7.613532144947353,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1083,False,"{'a': 0.5, 'e': 0.11486474192597308}",20,14,12.450814050957893,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1084,False,"{'a': 0.5, 'e': 0.11463524201852858}",30,19,17.123721046821757,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1085,False,"{'a': 0.5, 'e': 0.11440620065220493}",25,12,0.4046055207875434,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
1086,False,"{'a': 0.5, 'e': 0.1141776169108365}",30,10,23.39421227695672,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1087,False,"{'a': 0.5, 'e': 0.11394948988008788}",35,13,21.11321298996824,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
1088,False,"{'a': 0.5, 'e': 0.11372181864745078}",30,16,23.522499788235912,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1089,False,"{'a': 0.5, 'e': 0.11349460230223983}",25,11,23.858250609100022,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1090,False,"{'a': 0.5, 'e': 0.11326783993558948}",20,10,8.14014646611021,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1091,False,"{'a': 0.5, 'e': 0.11304153064044985}",20,3,23.60417942863157,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1092,False,"{'a': 0.5, 'e': 0.11281567351158354}",20,8,9.773947467911077,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1093,False,"{'a': 0.5, 'e': 0.11259026764556165}",30,17,22.266369244808445,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1094,False,"{'a': 0.5, 'e': 0.11236531214076052}",25,11,28.28054047185362,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1095,False,"{'a': 0.5, 'e': 0.11214080609735771}",30,24,13.081144921619803,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1096,False,"{'a': 0.5, 'e': 0.11191674861732888}",30,4,28.844402605707675,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
1097,False,"{'a': 0.5, 'e': 0.11169313880444368}",20,0,22.522932212622226,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1098,False,"{'a': 0.5, 'e': 0.11146997576426268}",30,20,20.315992760485816,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1099,False,"{'a': 0.5, 'e': 0.1112472586041333}",20,7,22.184062785827287,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1100,False,"{'a': 0.5, 'e': 0.11102498643318673}",20,12,7.352043795702523,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1101,False,"{'a': 0.5, 'e': 0.11080315836233387}",20,0,34.040211533226085,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1102,False,"{'a': 0.5, 'e': 0.11058177350426224}",20,7,12.60095717798834,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1103,False,"{'a': 0.5, 'e': 0.11036083097343202}",20,12,17.004405619125652,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1104,False,"{'a': 0.5, 'e': 0.1101403298860729}",20,14,11.126079008403876,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1105,False,"{'a': 0.5, 'e': 0.10992026936018012}",20,8,-17.798972785826045,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1106,False,"{'a': 0.5, 'e': 0.10970064851551141}",20,14,10.381447457612001,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1107,False,"{'a': 0.5, 'e': 0.10948146647358296}",30,0,45.41036349219717,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1108,False,"{'a': 0.5, 'e': 0.10926272235766643}",20,6,21.470629971770997,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1109,False,"{'a': 0.5, 'e': 0.10904441529278498}",25,5,10.480596649867024,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1110,False,"{'a': 0.5, 'e': 0.10882654440571013}",30,22,12.43841550564836,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1111,False,"{'a': 0.5, 'e': 0.10860910882495796}",20,12,17.037845092946316,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1112,False,"{'a': 0.5, 'e': 0.10839210768078596}",25,16,7.7008852905022955,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1113,False,"{'a': 0.5, 'e': 0.10817554010518914}",25,14,19.819947208085793,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1114,False,"{'a': 0.5, 'e': 0.10795940523189702}",20,3,16.661779306208437,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1115,False,"{'a': 0.5, 'e': 0.10774370219636975}",30,20,-21.674309076164093,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1116,False,"{'a': 0.5, 'e': 0.10752843013579495}",20,13,12.794400887430655,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1117,False,"{'a': 0.5, 'e': 0.10731358818908403}",25,13,-20.056509946715636,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1118,False,"{'a': 0.5, 'e': 0.107099175496869}",25,7,27.875062794092855,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1119,False,"{'a': 0.5, 'e': 0.1068851912014987}",20,7,18.8937821531122,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1120,False,"{'a': 0.5, 'e': 0.10667163444703576}",20,7,0.30142135503249956,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
1121,False,"{'a': 0.5, 'e': 0.1064585043792528}",20,10,19.153182813938884,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1122,False,"{'a': 0.5, 'e': 0.10624580014562934}",20,4,7.6899996301633715,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
1123,False,"{'a': 0.5, 'e': 0.1060335208953481}",30,18,20.60830631641015,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1124,False,"{'a': 0.5, 'e': 0.10582166577929185}",20,0,-31.907741071102713,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
1125,False,"{'a': 0.5, 'e': 0.10561023395003975}",30,13,26.318732292041773,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1126,False,"{'a': 0.5, 'e': 0.10539922456186433}",25,11,22.72430540055408,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1127,False,"{'a': 0.5, 'e': 0.10518863677072765}",20,13,13.976914875861159,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1128,False,"{'a': 0.5, 'e': 0.10497846973427834}",30,9,-7.555937473375809,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
1129,False,"{'a': 0.5, 'e': 0.10476872261184789}",30,17,26.034421681767906,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1130,False,"{'a': 0.5, 'e': 0.10455939456444763}",30,19,16.861989215018706,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1131,False,"{'a': 0.5, 'e': 0.104350484754765}",30,17,23.544807332491345,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1132,False,"{'a': 0.5, 'e': 0.10414199234716055}",20,9,19.886592191424395,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1133,False,"{'a': 0.5, 'e': 0.10393391650766431}",25,16,14.681801293493233,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1134,False,"{'a': 0.5, 'e': 0.10372625640397273}",25,7,-60.42935813593137,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
1135,False,"{'a': 0.5, 'e': 0.10351901120544502}",25,5,-5.68524900960805,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
1136,False,"{'a': 0.5, 'e': 0.1033121800831002}",20,10,-31.569692725715548,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1137,False,"{'a': 0.5, 'e': 0.10310576220961341}",25,12,12.103558209789538,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1138,False,"{'a': 0.5, 'e': 0.102899756759313}",25,19,10.828724072896572,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1139,False,"{'a': 0.5, 'e': 0.10269416290817676}",25,17,16.625120469125715,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1140,False,"{'a': 0.5, 'e': 0.10248897983382912}",30,16,1.9881624281730976,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1141,False,"{'a': 0.5, 'e': 0.10228420671553744}",20,0,19.613334315031,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1142,False,"{'a': 0.5, 'e': 0.10207984273420903}",30,15,30.710489876025193,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1143,False,"{'a': 0.5, 'e': 0.10187588707238764}",30,0,36.77639452877345,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
1144,False,"{'a': 0.5, 'e': 0.1016723389142504}",25,11,12.956555853727778,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1145,False,"{'a': 0.5, 'e': 0.10146919744560434}",25,0,12.474702194721662,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
1146,False,"{'a': 0.5, 'e': 0.1012664618538834}",20,8,-4.0681721723514075,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1147,False,"{'a': 0.5, 'e': 0.10106413132814486}",25,0,-13.57681130230128,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",1
1148,False,"{'a': 0.5, 'e': 0.10086220505906641}",25,17,17.190337821422716,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1149,False,"{'a': 0.5, 'e': 0.10066068223894266}",20,0,19.937021668967912,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1150,False,"{'a': 0.5, 'e': 0.1004595620616821}",20,6,16.2470895827114,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1151,False,"{'a': 0.5, 'e': 0.1002588437228037}",30,13,17.96429344929606,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1152,False,"{'a': 0.5, 'e': 0.10005852641943393}",20,6,17.001463548201624,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1153,False,"{'a': 0.5, 'e': 0.09985860935030318}",25,15,19.45713342591796,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1154,False,"{'a': 0.5, 'e': 0.09965909171574303}",30,20,16.670862022593752,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1155,False,"{'a': 0.5, 'e': 0.09945997271768262}",30,15,8.213035807262301,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1156,False,"{'a': 0.5, 'e': 0.09926125155964566}",20,9,9.71118340054853,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1157,False,"{'a': 0.5, 'e': 0.09906292744674731}",25,16,18.779767541106974,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1158,False,"{'a': 0.5, 'e': 0.09886499958569081}",20,6,11.800550063251723,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1159,False,"{'a': 0.5, 'e': 0.0986674671847645}",25,11,11.872458732466196,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1160,False,"{'a': 0.5, 'e': 0.09847032945383845}",30,16,29.050186487979577,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1161,False,"{'a': 0.5, 'e': 0.09827358560436154}",30,21,18.063157938674753,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1162,False,"{'a': 0.5, 'e': 0.09807723484935806}",25,3,34.69522048687128,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1163,False,"{'a': 0.5, 'e': 0.09788127640342477}",25,16,14.875470030958715,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1164,False,"{'a': 0.5, 'e': 0.09768570948272756}",25,0,45.46558951956099,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1165,False,"{'a': 0.5, 'e': 0.09749053330499859}",25,15,20.32290176099382,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1166,False,"{'a': 0.5, 'e': 0.09729574708953276}",20,12,15.713300524058813,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1167,False,"{'a': 0.5, 'e': 0.09710135005718508}",35,24,24.52184595425009,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1168,False,"{'a': 0.5, 'e': 0.09690734143036704}",20,0,34.55113988701854,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1169,False,"{'a': 0.5, 'e': 0.09671372043304398}",25,9,19.095496585357473,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1170,False,"{'a': 0.5, 'e': 0.09652048629073155}",25,7,-24.494746039160628,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
1171,False,"{'a': 0.5, 'e': 0.09632763823049303}",20,11,18.393509652534938,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1172,False,"{'a': 0.5, 'e': 0.09613517548093582}",20,7,10.637765061349885,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1173,False,"{'a': 0.5, 'e': 0.09594309727220877}",20,8,18.41027417870711,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1174,False,"{'a': 0.5, 'e': 0.09575140283599869}",25,17,13.680057843450617,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1175,False,"{'a': 0.5, 'e': 0.09556009140552765}",25,10,19.529447797845382,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1176,False,"{'a': 0.5, 'e': 0.09536916221554961}",25,15,22.404660012441422,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1177,False,"{'a': 0.5, 'e': 0.09517861450234763}",20,2,25.82834165290666,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1178,False,"{'a': 0.5, 'e': 0.09498844750373053}",25,7,-21.390423336814774,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
1179,False,"{'a': 0.5, 'e': 0.09479866045903014}",20,0,30.496550718410383,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1180,False,"{'a': 0.5, 'e': 0.09460925260909793}",20,6,26.365375520011956,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1181,False,"{'a': 0.5, 'e': 0.09442022319630235}",20,16,9.749944925496944,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1182,False,"{'a': 0.5, 'e': 0.0942315714645254}",20,10,-63.98296298809134,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
1183,False,"{'a': 0.5, 'e': 0.09404329665916}",30,13,24.984237947279198,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1184,False,"{'a': 0.5, 'e': 0.09385539802710659}",20,12,17.56103216401689,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1185,False,"{'a': 0.5, 'e': 0.09366787481677047}",20,0,15.898156096589226,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1186,False,"{'a': 0.5, 'e': 0.09348072627805847}",25,10,17.75532653350947,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1187,False,"{'a': 0.5, 'e': 0.09329395166237625}",25,17,-26.65877802755537,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1188,False,"{'a': 0.5, 'e': 0.09310755022262504}",25,13,13.974539323213685,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1189,False,"{'a': 0.5, 'e': 0.0929215212131989}",20,11,15.385448661075317,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1190,False,"{'a': 0.5, 'e': 0.09273586388998147}",30,19,19.867334520591484,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1191,False,"{'a': 0.5, 'e': 0.09255057751034329}",20,13,10.892465844420421,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1192,False,"{'a': 0.5, 'e': 0.0923656613331385}",30,12,29.72297270866773,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1193,False,"{'a': 0.5, 'e': 0.09218111461870225}",30,2,36.59196925481486,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 0}",1
1194,False,"{'a': 0.5, 'e': 0.09199693662884734}",20,16,9.127382096960767,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1195,False,"{'a': 0.5, 'e': 0.09181312662686165}",30,16,-14.293858085455728,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1196,False,"{'a': 0.5, 'e': 0.09162968387750484}",20,13,13.156506290334182,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1197,False,"{'a': 0.5, 'e': 0.09144660764700575}",20,7,22.462030595408,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1198,False,"{'a': 0.5, 'e': 0.09126389720305915}",25,12,24.290581613907857,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1199,False,"{'a': 0.5, 'e': 0.09108155181482308}",25,18,12.360133173667545,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1200,False,"{'a': 0.5, 'e': 0.09089957075291567}",20,13,13.432088614960815,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1201,False,"{'a': 0.5, 'e': 0.09071795328941251}",25,8,-8.467124637616225,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
1202,False,"{'a': 0.5, 'e': 0.09053669869784343}",30,8,15.330525141405575,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
1203,False,"{'a': 0.5, 'e': 0.0903558062531899}",30,16,-11.804213253095808,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1204,False,"{'a': 0.5, 'e': 0.0901752752318818}",35,27,7.173687847473834,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1205,False,"{'a': 0.5, 'e': 0.08999510491179491}",20,0,21.04797318179335,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1206,False,"{'a': 0.5, 'e': 0.08981529457224763}",20,13,2.0006101382437844,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1207,False,"{'a': 0.5, 'e': 0.08963584349399842}",20,11,18.655309555073867,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1208,False,"{'a': 0.5, 'e': 0.08945675095924267}",20,10,21.683188173711265,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1209,False,"{'a': 0.5, 'e': 0.08927801625161007}",30,21,10.572878760849704,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1210,False,"{'a': 0.5, 'e': 0.08909963865616147}",25,14,22.357786767376634,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1211,False,"{'a': 0.5, 'e': 0.08892161745938634}",20,14,12.709983664176075,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1212,False,"{'a': 0.5, 'e': 0.08874395194919957}",30,19,20.85879829581686,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1213,False,"{'a': 0.5, 'e': 0.08856664141493896}",20,14,10.390203188161403,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1214,False,"{'a': 0.5, 'e': 0.08838968514736205}",20,14,14.219709904821958,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1215,False,"{'a': 0.5, 'e': 0.08821308243864363}",20,0,-3.6558384825251338,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1216,False,"{'a': 0.5, 'e': 0.08803683258237255}",20,9,8.702845203360138,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1217,False,"{'a': 0.5, 'e': 0.0878609348735492}",25,17,17.98894735005956,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1218,False,"{'a': 0.5, 'e': 0.08768538860858248}",20,8,22.50774492981445,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1219,False,"{'a': 0.5, 'e': 0.08751019308528712}",30,18,22.600510521988173,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1220,False,"{'a': 0.5, 'e': 0.08733534760288077}",25,14,17.91748765022324,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1221,False,"{'a': 0.5, 'e': 0.0871608514619813}",25,14,23.1335894691998,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1222,False,"{'a': 0.5, 'e': 0.08698670396460385}",20,14,11.06064968498858,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1223,False,"{'a': 0.5, 'e': 0.08681290441415829}",20,7,25.05958013169419,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1224,False,"{'a': 0.5, 'e': 0.0866394521154461}",20,8,22.176618822427898,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1225,False,"{'a': 0.5, 'e': 0.08646634637465792}",25,17,15.834502199534704,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1226,False,"{'a': 0.5, 'e': 0.0862935864993705}",30,13,33.941891215677906,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1227,False,"{'a': 0.5, 'e': 0.08612117179854416}",30,14,27.00277239877519,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1228,False,"{'a': 0.5, 'e': 0.08594910158251981}",30,19,22.699447536131586,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1229,False,"{'a': 0.5, 'e': 0.08577737516301644}",30,12,33.21036033667349,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1230,False,"{'a': 0.5, 'e': 0.08560599185312803}",20,0,17.966361872505743,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1231,False,"{'a': 0.5, 'e': 0.08543495096732123}",30,10,26.83869426663439,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1232,False,"{'a': 0.5, 'e': 0.08526425182143217}",30,14,32.0675481121478,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1233,False,"{'a': 0.5, 'e': 0.08509389373266411}",25,5,36.32766427886726,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1234,False,"{'a': 0.5, 'e': 0.08492387601958441}",20,11,15.387714794322243,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1235,False,"{'a': 0.5, 'e': 0.08475419800212207}",20,4,13.15868355157586,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1236,False,"{'a': 0.5, 'e': 0.08458485900156469}",20,14,13.660947202110567,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1237,False,"{'a': 0.5, 'e': 0.08441585834055614}",20,10,20.15418190176592,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1238,False,"{'a': 0.5, 'e': 0.08424719534309347}",20,12,13.036354546618512,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1239,False,"{'a': 0.5, 'e': 0.08407886933452453}",25,13,24.623080125535527,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1240,False,"{'a': 0.5, 'e': 0.083910879641545}",35,20,-0.06623427089328415,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1241,False,"{'a': 0.5, 'e': 0.08374322559219596}",20,4,25.77002422748137,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1242,False,"{'a': 0.5, 'e': 0.0835759065158609}",30,4,25.31671634234709,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 0}",1
1243,False,"{'a': 0.5, 'e': 0.08340892174326339}",20,16,8.943469244247206,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1244,False,"{'a': 0.5, 'e': 0.08324227060646401}",30,17,26.19669841432517,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1245,False,"{'a': 0.5, 'e': 0.0830759524388581}",20,4,23.58229934412828,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1246,False,"{'a': 0.5, 'e': 0.08290996657517266}",25,10,28.644391876850783,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1247,False,"{'a': 0.5, 'e': 0.08274431235146412}",20,2,-11.610793274204948,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
1248,False,"{'a': 0.5, 'e': 0.08257898910511527}",25,2,-20.42511741329072,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
1249,False,"{'a': 0.5, 'e': 0.08241399617483297}",25,7,29.692847805022307,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1250,False,"{'a': 0.5, 'e': 0.08224933290064523}",20,6,7.530259862331166,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1251,False,"{'a': 0.5, 'e': 0.0820849986238988}",20,11,14.543108517978409,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1252,False,"{'a': 0.5, 'e': 0.08192099268725626}",25,8,8.098736688561708,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1253,False,"{'a': 0.5, 'e': 0.08175731443469375}",20,8,22.365261641058126,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1254,False,"{'a': 0.5, 'e': 0.08159396321149794}",30,23,13.189371276856953,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1255,False,"{'a': 0.5, 'e': 0.08143093836426381}",25,4,17.330956068226147,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
1256,False,"{'a': 0.5, 'e': 0.08126823924089167}",20,13,13.992410765953267,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
